question,answer
中建璟秀璟璘苑的房屋品质,小区是由中建国企开发商开发，小区绿化率为百分之40以上，所有楼栋玻璃均是三玻两中空断桥铝，隔音效好
中昂安纳西小镇的生活配套,一公里即是奥特莱斯购物中心方便购物，2000米就是体育馆方便体育锻炼，本小区有超市购物很是方便
中昂安纳西小镇的小区户型,纯洋房社区，6层到顶，顶层带阁楼，底层带小院，楼间距40米左右前后采光非常好，促销活动120平米三室
中昂安纳西小镇的不足之处,地铁8号线还没确定哪年开建
中海公园城瞰湖苑的小区设施,小区中心设有休息亭，提供大人小孩玩耍地儿！
中海公园城瞰湖苑的生活配套,小区西侧200米丽湖苑商业镜湖苑商业，华联超市，亿源利食品超市，小吃街，饭店，商业100米有社区医院
中海公园城瞰湖苑的附近学校,南开中小学，津南实验小学，八里台一小，咸水沽一中
中海公园城瞰湖苑的小区设施,小区内，500米有足球场，篮球场，1000米内有东方剑桥幼儿园，都分布在小区中心位置
中海公园城瞰湖苑的小区户型,小区户型有54平一室，86平两室，100平 102平 126平 138平三室，楼间距40米
中海公园城瞰湖苑的轨道交通,小区大门口1000米处公交路线有227，207，659等公交车，到河西外环，咸水沽，天津站路途不拥堵
中海公园城瞰湖苑的不足之处,位置偏远，交通不便，车位紧张
中海公园城瞰湖苑的小区户型,1到13栋楼面积从54平一室，86平2室，100平全阳3室，102通透3室，126，138等面积在售
中海公园城瞰湖苑的生活配套,大型商业，幼儿园，南开初高中，社区医院（二 甲），
中海南开郡的轨道交通,地铁1号线距离项目约3公里，地铁6号线（在建）距离项目约800米。
中海南开郡的面积,84㎡两室两厅一卫，89㎡三室两厅两卫。
中海南开郡的不足之处,配套不成熟，物业费高，单价高。
中海南开郡的附近学校,小区对面就是南开学校的高中部，九年一贯制南开学校距离小区3-4公里，老师全部南开主校过来的师资雄厚。
中海南开郡的房屋品质,小区全部是7层到顶洋房跟叠拼别墅，小区容积率1.3，绿化率40％以上，顶楼，阁楼，车库做到防湿防潮。
五子家园的小区户型,五子家园为高层带电梯的新小区，有南北通透和三阳户型，楼间距宽，方便停车
五子家园的轨道交通,小区西北方向1000米，是客运站，门口往北步行100米是公交站点，出行十分方便。
五子家园的生活配套,小区西南方向2000米是万达广场，对面是鸿雁里市场，步行500米到达，再往北500米是世纪华联超市。
五子家园的居民素质,小区老人小孩多一些，也有部分租户，小户型是三代人，老人会来照顾孩子。
五方里的不足之处,五方里是老旧小区，物业不太好，租户多，人员流动性大
五方里的小区户型,五方里小区一室有33--48坪，有42--50坪的两室户型，有47-66坪的三室户型
五方里的附近学校,西门往北步行500米到大港八中，往北步行1500米到达大港九小，小区西门步行1000米到达大港七中
五方里的轨道交通,五方里南门对面步行100米乘坐161到达西站客运站，乘坐186到达天津站，乘坐523到达福津园
五方里的生活配套,五方里东门紧邻胜利街，步行500米到一商友谊商厦，肯德基
五福里的其他描述,中海自持物业 公寓物业费3.58/㎡ 住宅3.63/㎡ 小区楼间距很大 人车分流
五福里的轨道交通,距离公交站洞庭路站50米，距离地铁1号线陈复兴门站200米 陈塘庄地铁站300米
五福里的不足之处,位置比较靠里 稍微偏点 小区因为地势比较斜 有几栋楼位比较斜 而且公寓跟住宅混在一块儿
五福里的生活配套,新开大型商场和悦汇，距离500米，天津医院距离2公里以内，星光灿烂KTV还有文化中心距离一公里以内
五福里的小区户型,户型：88平米-96平米-110平米高层，；楼间距五十米，采光好，无遮挡。
五福里的小区设施,小区1000平米左右的绿化，人车分流，有小喷泉，儿童滑梯，秋千等娱乐设施，小朋友放学后在此玩耍交朋友
五福里的轨道交通,一号线复兴门地铁站步行距离五百米左右，可到滨江道站转二三号线，交通很方便
五福里的不足之处,小区不足之处在于目前配套不够完善，譬如菜市场之类的目前已盖好未开业
五福里的附近学校,本小区为台湾路小学复兴学校，重点小学 对应第壹学片
五福里的小区户型,小区70年产权住宅共计13栋楼 主力户型高层87㎡-109㎡  洋房72㎡-204㎡
五福里的附近学校,有新开学的台湾路分校复兴小學，属于市重点小學，中学有新华中学，海河中学，佟楼中学，桌群中学
亚泰澜公馆的小区户型,小区主推小平米88平米两居。108平米及127平米三居室。楼间距50米左右
亚泰澜公馆的不足之处,节假日期间车位略显紧张。  车位紧张
亚泰澜公馆的生活配套,小区东侧200米带有NBA商业中心，购物十分便利
亚泰澜公馆的轨道交通,小区门口50米就是公交站。568路公交车经停三站就到武清城际高铁。五站到达海达家乐三店
京能雍清丽苑的小区设施,小区内设有夜光跑道，花园凉亭，儿童乐园，人车分流
京能雍清丽苑的小区户型,7-11层（个别13层）一梯两户，户型是65㎡，79㎡，85㎡，95㎡，110㎡，125㎡，145㎡
京能雍清丽苑的生活配套,距离佛罗伦萨小镇4公里
京能雍清丽苑的房屋品质,"容积率：1.3
京能雍清丽苑,附近学校,小区距离杨村一中50米，小区内配建幼儿园
京能雍清丽苑,房屋品质,容积率：1.3
京能雍清丽苑,不足之处,物业费用高，高层3.5元每平米，洋房3.6元每平米
亲和美园,小区户型,小区共14栋 26层到顶和18层到顶 楼间距40米 视野无遮挡
亲和美园,不足之处,停车位比较紧张，下班晚的话停车困难
亲和美园,附近学校,离雅爱中心小学500米左右，是公立学校，附近小区居住业主和外地人有社保住户，均可就近入学
亲和美园,居民素质,居住人群多为附近上班和业主，流动性不大
亲和美园,生活配套,小区门口底商有生鲜超市，牛肉面馆
人民家园,小区户型,小区户型分为一梯2-3户，53-55平米一室，70到100平米两室，130平米以上三室
人民家园,居民素质,小区有10%为租户，剩下的是原住户，居民素质相对比较高
人民家园,轨道交通,出门300米 地铁一号线果酒厂站，佳园南里公交车站，小区内有OFO，摩拜单车散布着
人民家园,不足之处,小区相对来说比较老了
人民家园,小区设施,小区车位充足，车位比例1:1.5，小区中间位置配置休闲小广场
人流量大车位比较紧张"
仁恒滨河湾的小区设施,小区内部配备绿地面积占据小区总体谅的百分之四十五以上和夜光跑到自带儿童游乐场所。
仁恒滨河湾的轨道交通,出行小区门口50米有4条公交线路可去往市里。驾车：距天津大道1公里、津晋高速5公里
仁恒滨河湾的生活配套,小区门口有底商！各种商品应有尽有！物业提供免费活动场所！有台球！乒乓球等等还有一个大型图书馆对外开放
仁恒滨河湾的不足之处,临近天津大道，晚上会有点噪音，早晚出行高峰期会稍微拥堵。全地下车位，停车不便，车位紧张
仁恒滨河湾的小区户型,本小区小户型比较多 面积大概在79-94平米
仁永名居的轨道交通,津沽路小区东门北侧10米便是双港公交站，808到天津站，652贯穿南开河西津南，629到中心公园
仁永名居的小区户型,小区共有17栋楼，均为6层到顶，一层两户，主打90平南北通透两居室，50m楼间距，一楼采光无遮挡
仁永名居的生活配套,小区有两个门口，北门位于赤龙街，东门位于津沽路，东门南侧百米便是海河医院、3公里路西侧是永旺梦乐城
仁永名居的不足之处,仁永名居社区非大品牌物业管理
仁盛里的轨道交通,距离小区西南门500米就是312公交站，可以直达地铁南站。
仁盛里的生活配套,小区门口就有便利超市，药店，小去内部也有生活超市和菜鸟驿站，十分便利。
仁盛里的不足之处,小区距离中心有点远，房本不满两年
仁盛里的小区设施,小区中间有500平米绿化，中心有健身器材，可以随时来锻炼。0
仁盛里的小区户型,小区主要以11层，16层，18层到顶，有一梯四户，两梯四户，还有一梯三户的
任贤里的生活配套,出小区门口直行200米是北宁湾万福广场购物，吃饭，看电影方便
任贤里的轨道交通,小区出门直走步行200米，有地铁3号线，通往天津站。
任贤里的不足之处,小区绿化少，停车不方便
任贤里的小区户型,本小区户型较多有40平1室 60平2室 75平2室  80平2室，60平刀疤2室好卖
众惠里的小区户型,本小区房屋为6层到顶，主推大90平米左右两室两室
