rent,deposit,layout,area,orientation,floor,decoration,type,compound,street,house_id
2200,面议,2室1厅1卫,85平方米,南北,高层(共28层),精装修,普通住宅,赵沽里新苑,东丽 大毕庄镇,3.10E+15
2200,付3押1,2室1厅1卫,71平方米,朝南,高层(共24层),精装修,普通住宅,佳和雅庭,西青 大寺,3.11E+15
2500,面议,3室2厅1卫,90平方米,南北,中层(共32层),精装修,普通住宅,保利上河雅颂(南区),南区,3.11E+15
2500,付3押1,2室1厅1卫,103平方米,南北,低层(共9层),精装修,普通住宅,碧水家园B区,西青 侯台,3.11E+15
3200,面议,2室1厅1卫,65平方米,南北,低层(共6层),精装修,普通住宅,沱江里,南开 嘉陵道,3.11E+15
2500,付3押1,3室2厅1卫,89平方米,东西,中层(共7层),精装修,普通住宅,万科金域国际A区,塘沽 大沽街,3.11E+15
1600,付3押1,3室2厅1卫,91平方米,南北,中层(共6层),精装修,普通住宅,凤河孔雀城,武清 大王古庄镇,3.11E+15
900,付3押1,1室0厅1卫,30平方米,朝南,共5层,精装修, ,融立方, ,3.11E+15
1200,年付,2室2厅1卫,86平方米,朝南,低层(共15层),简单装修,普通住宅,泉昇佳苑中区,武清 黄庄街,3.11E+15
1600,面议,1室1厅1卫,37平方米,朝南,中层(共6层),精装修,普通住宅,水木天成阁林园,红桥 西沽街,3.11E+15
2000,付3押1,2室1厅1卫,76.9平方米,南北,中层(共6层),精装修,普通住宅,花园西街小区,塘沽 解放路街,3.11E+15
3300,付3押1,2室1厅1卫,86.1平方米,朝南,中层(共18层),精装修,普通住宅,意境兰庭,东丽 空港经济区,3.11E+15
1600,面议,1室1厅1卫,37平方米,朝南,中层(共6层),精装修,普通住宅,水木天成阁林园,红桥 西沽街,3.11E+15
2400,付3押1,2室1厅1卫,85平方米,朝南,中层(共33层),精装修,普通住宅,宜淞园,北辰 宜兴埠,3.11E+15
2000,付3押1,2室1厅1卫,76.9平方米,南北,中层(共6层),精装修,普通住宅,花园西街小区,塘沽 解放路街,3.11E+15
1450,付3押1,1室1厅1卫,39平方米,南北,高层(共6层),精装修,普通住宅,律笛里,河北 鸿顺里街,2.96E+15
6500,付3押1,3室2厅2卫,150.4平方米,南北,低层(共26层),精装修,普通住宅,新文化花园新丽居,和平 南市,3.11E+15
1600,付3押1,2室2厅1卫,87.6平方米,朝南,高层(共7层),精装修,普通住宅,赏湖苑,东丽 东丽湖,3.07E+15
5200,付3押1,3室2厅2卫,155平方米,南北,低层(共11层),精装修,普通住宅,新华园小区,南开 八里台,3.11E+15
2000,付3押1,2室1厅1卫,85平方米,南北,高层(共25层),精装修,普通住宅,祥汇园,北辰 集贤里,3.11E+15
2800,付3押1,2室1厅1卫,99平方米,南北,高层(共7层),精装修,普通住宅,荔湾公寓,河西 越秀路,3.11E+15
3000,付3押1,2室2厅1卫,86平方米,南北,中层(共18层),精装修,普通住宅,意境兰庭,东丽 空港经济区,3.11E+15
5800,付3押1,1室1厅1卫,140平方米,东南,低层(共45层),精装修,普通住宅,凯德国贸,河西 大营门,3.06E+15
2200,付3押1,2室1厅1卫,87平方米,朝南,低层(共16层),精装修,普通住宅,鲲贝园,开发区 中新生态城,3.11E+15
900,付3押1,1室1厅1卫,30平方米,东南,共5层,精装修,普通住宅,悦光年爱车汇广场, ,3.11E+15
1500,付3押1,2室2厅1卫,85平方米,朝南,高层(共26层),精装修,普通住宅,东丽湖万科城赏溪苑,东丽 东丽湖,3.11E+15
1200,付3押1,2室1厅1卫,94平方米,南北,高层(共18层),精装修,普通住宅,弘泽天泽,汉沽 汉沽街,3.11E+15
2000,付3押1,3室2厅2卫,118平方米,南北,高层(共8层),精装修,普通住宅,赏湖苑,东丽 东丽湖,3.11E+15
2200,付3押1,2室1厅1卫,87平方米,朝南,低层(共16层),精装修,普通住宅,鲲贝园,开发区 中新生态城,3.11E+15
3100,付3押1,2室1厅1卫,87平方米,南北,高层(共6层),精装修,普通住宅,美福园(二期),二期,3.11E+15
1500,付3押1,2室2厅1卫,85平方米,朝南,高层(共26层),精装修,普通住宅,东丽湖万科城赏溪苑,东丽 东丽湖,3.11E+15
4600,付3押1,2室2厅1卫,108.7平方米,南北,高层(共9层),精装修,普通住宅,桦林园,南开 广开街,3.11E+15
2900,付3押1,2室1厅1卫,101平方米,南北,低层(共6层),精装修,普通住宅,敬贤里,河北 铁东路街,3.11E+15
3300,付3押1,2室1厅1卫,95平方米,朝南,低层(共24层),精装修,普通住宅,远洋万和城,西青 大寺,3.11E+15
2600,付3押1,3室2厅2卫,125平方米,朝东,中层(共11层),精装修,普通住宅,正荣府,北辰 宜兴埠,3.11E+15
3200,付3押1,2室2厅1卫,91平方米,南北,高层(共24层),精装修,普通住宅,天成一品一期(天成轩),天成轩,3.11E+15
2200,付3押1,2室1厅1卫,56平方米,南北,共5层,精装修,普通住宅,华山里, ,3.11E+15
3000,年付,3室2厅1卫,118平方米,南北,中层(共30层),精装修,普通住宅,国耀上河城,北辰 双街镇,3.11E+15
4100,付3押1,1室1厅1卫,75平方米,朝南,高层(共28层),精装修,普通住宅,天康园,南开 鼓楼,3.11E+15
2000,付3押1,2室1厅1卫,43平方米,朝南,低层(共6层),精装修,普通住宅,抗震里(滨海),滨海,3.09E+15
1800,付3押1,1室1厅1卫,44.4平方米,朝南,中层(共6层),精装修,普通住宅,汶川里,南开 嘉陵道,3.11E+15
2700,付3押1,2室2厅2卫,110.6平方米,南北,低层(共11层),精装修,普通住宅,世茂国风锦唐,开发区 中新生态城,3.11E+15
2400,付3押1,2室1厅1卫,69平方米,南北,高层(共6层),精装修,普通住宅,十三经路18号院,河东 大王庄,3.11E+15
7000,付3押1,3室2厅2卫,155平方米,南北,高层(共32层),精装修,普通住宅,仁恒河滨花园,河北 望海楼街,3.11E+15
1350,付3押1,1室1厅1卫,59.2平方米,朝南,低层(共25层),精装修,普通住宅,辰发花园,北辰 天穆,3.11E+15
1800,付3押1,2室2厅1卫,88平方米,南北,低层(共18层),精装修,普通住宅,雅悦华邸,滨海新区 滨海城区,3.11E+15
4700,付3押1,5室1厅2卫,140.8平方米,南北,低层(共18层),精装修,普通住宅,靓锦名居,河东 大直沽,3.11E+15
5000,付3押1,3室2厅2卫,151.9平方米,朝南,高层(共24层),精装修,普通住宅,富力津门湖云舒花园,西青 新梅江南,3.11E+15
1500,面议,2室1厅1卫,113平方米,朝南,中层(共12层),精装修,普通住宅,京津时尚广场,武清 杨村街,3.11E+15
1700,面议,2室1厅1卫,81平方米,朝南,高层(共22层),精装修,普通住宅,瑞佳家园,北辰 佳荣里街,3.11E+15
2600,付3押1,2室2厅1卫,85平方米,南北,中层(共15层),简单装修,普通住宅,万科西庐学韵园,西青 精武,3.11E+15
4500,付3押1,2室1厅1卫,101.3平方米,朝南,低层(共22层),精装修,普通住宅,气象台路95号增1号建设院家属楼,河西 天塔,3.11E+15
2700,面议,1室1厅1卫,80平方米,朝南,中层(共14层),精装修,普通住宅,泰达国际公寓,开发区 第二大街,3.11E+15
8300,付3押1,5室2厅2卫,285平方米,南北,共4层,精装修,普通住宅,碧欣园, ,3.10E+15
1400,付3押1,2室1厅1卫,78平方米,南北,高层(共32层),精装修,普通住宅,绅湖公馆,塘沽 滨海高新区,3.11E+15
2400,付3押1,2室2厅1卫,102平方米,南北,高层(共10层),精装修,普通住宅,碧水家园DE区,西青 侯台,3.11E+15
3000,付3押1,2室1厅1卫,118平方米,南北,中层(共7层),精装修,普通住宅,蝶桥公寓,河东 大直沽,3.11E+15
4000,付3押1,1室1厅1卫,82平方米,朝南,高层(共48层),精装修,普通住宅,铂津湾南苑(商住楼),商住楼,3.05E+15
5000,付3押1,2室1厅1卫,90.5平方米,南北,共5层,精装修,普通住宅,宁乐西里, ,3.11E+15
2500,付3押1,1室1厅1卫,81平方米,朝南,低层(共28层),精装修,普通住宅,旭辉御府,西青 中北,3.11E+15
4300,付3押1,2室1厅1卫,89平方米,朝南,中层(共26层),精装修,普通住宅,富力津门湖景尚嘉郡花园,西青 李七庄,3.11E+15
1500,付3押1,1室1厅1卫,40平方米,南北,高层(共8层),精装修,普通住宅,礼貌东里小区,红桥 西沽街,3.11E+15
2300,面议,2室1厅1卫,70平方米,朝东,中层(共24层),精装修,普通住宅,万汇文化广场,西青 中北,3.11E+15
3900,付3押1,3室1厅1卫,67平方米,朝南,中层(共22层),精装修, ,七贤南里(商住楼),商住楼,2.92E+15
2800,付3押1,2室1厅1卫,86平方米,南北,低层(共18层),精装修,普通住宅,意境兰庭,东丽 空港经济区,3.11E+15
1300,付3押1,3室1厅1卫,93平方米,南北,高层(共15层),精装修,普通住宅,新城悦隽风华滨斓苑,北辰 大张庄镇,3.11E+15
1500,付3押1,2室1厅1卫,76.8平方米,朝南,低层(共29层),精装修,普通住宅,城际美景,北辰 双街镇,3.11E+15
3000,付3押1,2室2厅2卫,68平方米,南北,低层(共6层),精装修,普通住宅,紫荆花园,塘沽 工农村街,3.11E+15
2400,付3押1,3室1厅1卫,110平方米,南北,高层(共18层),精装修,普通住宅,都旺新城竹芳园,北辰 果园新村,3.10E+15
1300,付3押1,2室2厅1卫,93平方米,南北,低层(共15层),精装修,普通住宅,天嘉湖花园,津南 津南八里台,3.11E+15
2900,付3押1,2室2厅1卫,90平方米,朝南,中层(共11层),精装修,普通住宅,中铁建梧桐苑,东丽 空港经济区,3.11E+15
2000,付1押1,2室1厅1卫,46平方米,朝南,高层(共6层),精装修,普通住宅,军民里,河北 鸿顺里街,3.11E+15
3000,付3押1,2室1厅1卫,100平方米,东北,高层(共32层),精装修, ,融创滨海中心,塘沽 西大沽街,3.11E+15
3000,付3押1,2室2厅1卫,85平方米,南北,低层(共33层),精装修,普通住宅,南益名悦湾,塘沽 解放路街,3.11E+15
3400,付3押1,2室1厅1卫,77.5平方米,南北,高层(共30层),精装修,普通住宅,永基花园,南开 广开街,3.11E+15
1500,面议,2室1厅1卫,77.3平方米,朝南,中层(共18层),精装修,普通住宅,新城悦隽风华滨斓苑,北辰 大张庄镇,3.11E+15
3600,付3押1,2室1厅1卫,75平方米,朝东,低层(共6层),精装修,普通住宅,平山里(北区),北区,3.11E+15
3600,付3押1,2室1厅1卫,88平方米,南北,高层(共23层),精装修,普通住宅,万科滨海大都会观塘苑,滨海新区 滨海城区,3.08E+15
2200,付3押1,1室1厅1卫,58.5平方米,朝南,中层(共7层),简单装修,普通住宅,华泰园,河北 新开河街,3.07E+15
2000,付3押1,1室1厅1卫,24.3平方米,朝南,中层(共8层),精装修,普通住宅,元兴新里,河西 桃园街,3.07E+15
2500,面议,1室1厅1卫,44.9平方米,朝南,低层(共11层),精装修,普通住宅,爱家星河花园,河北 宁园街,2.89E+15
2100,付3押1,2室1厅1卫,93平方米,朝南,中层(共32层),精装修,普通住宅,融科贻锦台,塘沽 工农村街,3.11E+15
4200,付3押1,1室1厅1卫,73.8平方米,南北,高层(共31层),精装修,普通住宅,天康园,南开 鼓楼,3.11E+15
1800,付3押1,2室2厅1卫,87.6平方米,南北,低层(共7层),精装修,普通住宅,赏湖苑,东丽 东丽湖,3.11E+15
3700,付3押1,2室1厅1卫,91.3平方米,南北,低层(共7层),精装修,普通住宅,琴海公寓,河北 光复道街,3.10E+15
4250,面议,2室1厅1卫,95.8平方米,朝南,低层(共13层),精装修,普通住宅,富贾花园,河北 宁园街,3.08E+15
2400,付3押1,2室1厅1卫,70平方米,南北,中层(共6层),精装修,普通住宅,十三经路18号院,河东 大王庄,3.11E+15
2400,付1押1,1室1厅1卫,50平方米,南北,高层(共28层),精装修,普通住宅,塞纳公馆,南开 王顶堤,3.11E+15
2400,付3押1,2室1厅0卫,91平方米,南北,中层(共6层),精装修,普通住宅,动检楼,开发区 第三大街,3.10E+15
2200,付3押1,3室1厅1卫,99平方米,南北,高层(共6层),简单装修,普通住宅,柳苑公寓,河西 柳林,3.11E+15
1850,付3押1,2室1厅1卫,66.9平方米,东南,高层(共24层),精装修,普通住宅,富瀛洲花园,河北 建昌道街,3.11E+15
1600,付3押1,2室1厅1卫,81平方米,南北,高层(共6层),简单装修,普通住宅,延川里(滨海),滨海,3.11E+15
3500,付3押1,2室1厅1卫,50平方米,朝南,共5层,简单装修,普通住宅,新三多里, ,3.11E+15
1400,面议,2室1厅1卫,97平方米,南北,高层(共24层),精装修,普通住宅,欣裕苑,塘沽 北塘街,3.11E+15
2500,付3押1,3室1厅1卫,90.4平方米,朝南,高层(共16层),精装修,普通住宅,社会山东苑,西青 张家窝,3.07E+15
2900,付3押1,2室1厅1卫,58平方米,朝南,高层(共23层),精装修,普通住宅,金盛国际,南开 鼓楼,3.11E+15
3200,付3押1,3室1厅1卫,41.2平方米,朝南,低层(共6层),简单装修,普通住宅,临平里,南开 向阳路,3.11E+15
3000,面议,3室2厅1卫,117.1平方米,南北,中层(共13层),精装修,普通住宅,瑞盈园,北辰 瑞景街,3.11E+15
2400,付3押1,2室1厅2卫,76平方米,南北,共5层, ,普通住宅,第六大道道俊华园, ,3.11E+15
1600,付1押1,1室1厅1卫,60平方米,朝南,中层(共6层),精装修,普通住宅,宇泰家园,西青 大寺,3.11E+15
3000,付3押1,2室1厅1卫,113平方米,南北,低层(共6层),精装修,普通住宅,秀丽园,河东 鲁山道,3.11E+15
2300,付3押1,1室1厅1卫,32.1平方米,东北,中层(共8层),简单装修,普通住宅,裕德里,和平 南市,3.11E+15
1400,半年付押1,2室1厅1卫,87平方米,南北,中层(共27层),精装修,普通住宅,凤河孔雀城,武清 大王古庄镇,3.11E+15
2000,付3押1,1室1厅1卫,32.5平方米,朝西,共4层,简单装修,普通住宅,五爱里, ,3.11E+15
800,年付,2室1厅1卫,80.5平方米,南北,高层(共6层),简单装修,普通住宅,安裕新村,蓟州 文昌街,3.11E+15
2500,付3押1,3室1厅1卫,90平方米,朝南,中层(共13层),精装修,普通住宅,合景领峰领世园,塘沽 渤海石油街,3.11E+15
1200,付3押1,1室1厅1卫,58平方米,朝南,高层(共18层),精装修,普通住宅,瞰海轩,滨海新区 滨海城区,3.11E+15
1400,付1押1,1室1厅1卫,37.4平方米,朝北,中层(共6层),简单装修,普通住宅,新义信里,河东 大王庄,3.09E+15
1750,付3押1,1室1厅1卫,47.4平方米,朝南,高层(共7层),简单装修,普通住宅,米兰金狮家园,河北 望海楼街,3.11E+15
1850,付3押1,1室1厅1卫,49平方米,朝南,中层(共11层),精装修,公寓,颐景公寓,东丽 空港经济区,3.11E+15
2100,付3押1,1室1厅1卫,48.6平方米,朝东,低层(共6层),简单装修,普通住宅,苏堤东里,南开 万兴街,3.10E+15
2500,付3押1,3室2厅1卫,94平方米,南北,低层(共7层),精装修,普通住宅,锦绣大家,津南 海河教育园区,3.02E+15
900,付3押1,1室1厅1卫,61平方米,南北,中层(共6层),简单装修,普通住宅,新澳花园,汉沽 河西,3.10E+15
1400,付3押1,1室1厅1卫,33平方米,朝南,低层(共6层),简单装修,普通住宅,永进楼,红桥 咸阳北路街,3.11E+15
1600,年付押1,3室2厅2卫,118平方米,南北,中层(共6层),简单装修,普通住宅,阳光小区(蓟县),蓟县,3.11E+15
1000,付3押1,1室1厅1卫,78.8平方米,朝南,高层(共26层),精装修,普通住宅,潞河丽苑,北辰 北仓,3.11E+15
1300,付3押1,2室1厅1卫,72平方米,南北,共5层,简单装修,普通住宅,永福里, ,3.11E+15
4500,付3押1,2室2厅1卫,104平方米,南北,低层(共6层),精装修,普通住宅,东风里(河西),河西,3.11E+15
1400,付3押1,1室1厅1卫,58.4平方米,南北,中层(共6层),简单装修,普通住宅,子牙里,红桥 西于庄街,3.11E+15
1500,付3押1,1室0厅1卫,46平方米,南北,共4层,精装修,普通住宅,学畔馨园, ,3.11E+15
1400,付3押1,2室1厅1卫,60平方米,南北,高层(共6层),简单装修,普通住宅,颂贤里,河北 铁东路街,3.09E+15
1300,付3押1,1室0厅1卫,42平方米,朝南,高层(共20层),精装修,普通住宅,九洲创意园,津南 双港,3.11E+15
1500,付3押1,1室1厅1卫,61.1平方米,朝南,高层(共18层),精装修,普通住宅,荣居园,北辰 青光,3.11E+15
1600,付3押1,3室1厅1卫,92.7平方米,朝南,中层(共11层),精装修, ,赏湖苑,东丽 东丽湖,3.09E+15
1550,付3押1,2室0厅1卫,50平方米,东西,共4层,精装修, ,天辰公寓, ,2.89E+15
2200,付3押1,2室1厅1卫,40平方米,南北,高层(共6层),精装修,普通住宅,富平里,南开 向阳路,3.06E+15
1600,面议,2室2厅1卫,100平方米,南北,中层(共6层),精装修,普通住宅,怡君园,蓟州 罗庄子镇,3.11E+15
2200,付1押1,2室2厅1卫,93平方米,南北,中层(共24层),精装修,普通住宅,启航嘉园,开发区 第五大街,3.11E+15
1900,付1押1,1室1厅1卫,52平方米,南北,高层(共6层),精装修,普通住宅,盈江西里,南开 天拖南,3.11E+15
1900,付3押1,1室1厅1卫,50平方米,朝南,低层(共26层),精装修,普通住宅,云江新苑,河西 小海地,3.11E+15
1500,付3押1,2室1厅1卫,55平方米,朝北,中层(共17层),精装修,普通住宅,一商友谊广场,汉沽 河西,3.10E+15
4500,付3押1,2室2厅1卫,87.7平方米,南北,低层(共32层),精装修,普通住宅,天康园,南开 鼓楼,3.11E+15
1900,付3押1,1室1厅1卫,57平方米,朝东,低层(共23层),精装修,普通住宅,兰江新苑,河西 小海地,3.11E+15
1900,付3押1,3室1厅1卫,95平方米,南北,低层(共25层),精装修,普通住宅,盛逸园,北辰 青光,3.11E+15
2500,付3押1,3室2厅1卫,92平方米,南北,低层(共18层),精装修,普通住宅,万科金域国际C区,塘沽 渤海石油街,3.11E+15
1600,付3押1,1室1厅1卫,55平方米,朝南,中层(共30层),精装修,普通住宅,和苑梦和园,红桥 西营门街,3.11E+15
3499,付3押1,2室1厅1卫,86.6平方米,朝南,中层(共22层),精装修,普通住宅,诗景颂苑,河北 建昌道街,3.09E+15
1500,面议,3室2厅2卫,143平方米,南北,中层(共25层),精装修,普通住宅,碧桂园映月庭院,津南 津南八里台,3.05E+15
1200,付3押1,1室1厅1卫,45平方米,南北,高层(共24层),精装修,普通住宅,远洋城滨华花园,塘沽 胡家园街,3.11E+15
1500,半年付,1室1厅1卫,49平方米,南北,高层(共7层),精装修,普通住宅,汶川里,南开 嘉陵道,3.11E+15
1500,付3押1,2室1厅1卫,50平方米,南北,高层(共6层),精装修,普通住宅,凤岐里,河东 东新街,3.11E+15
1600,付3押1,1室1厅1卫,54平方米,朝南,低层(共11层),精装修,普通住宅,华润橡树湾香润轩,东丽 华明镇,3.11E+15
2000,年付押1,2室2厅1卫,95.8平方米,南北,中层(共27层),精装修,普通住宅,曲院风荷,蓟州 文昌街,3.09E+15
1600,付3押1,1室1厅1卫,54平方米,朝南,低层(共11层),精装修,普通住宅,华润橡树湾香润轩,东丽 华明镇,3.11E+15
1500,面议,1室1厅1卫,49.7平方米,南北,中层(共6层),精装修,普通住宅,金苑公寓,红桥 双环邨街,3.11E+15
2000,付3押1,2室2厅1卫,78平方米,朝南,中层(共9层),精装修,普通住宅,溪清苑,西青 中北,3.11E+15
1950,付1押1,2室1厅1卫,75平方米,南北,高层(共6层),精装修,普通住宅,昆仑北里B区,东丽 万新街,3.11E+15
2000,付3押1,1室1厅1卫,45.5平方米,朝南,高层(共31层),精装修,普通住宅,中海御湖翰苑(商住楼),商住楼,3.06E+15
3500,付3押1,1室1厅1卫,73平方米,南北,高层(共25层),精装修,普通住宅,凯摩国际公寓,南开 体育中心,3.11E+15
2000,付3押1,2室2厅1卫,98平方米,南北,共5层,精装修,普通住宅,前程里(滨海),大港 迎新街,3.11E+15
1800,付3押1,2室1厅1卫,91.4平方米,南北,高层(共29层),精装修,普通住宅,融创璟园,北辰 果园新村,3.10E+15
2700,付3押1,3室1厅1卫,87平方米,南北,高层(共21层),精装修,普通住宅,万海华府南苑,塘沽 新港街,3.11E+15
2650,付1押1,1室1厅1卫,47平方米,朝南,高层(共16层),精装修,普通住宅,晋丰大厦(商住楼),商住楼,3.11E+15
2700,付3押1,3室2厅1卫,89平方米,南北,低层(共7层),精装修,普通住宅,锦绣大家,津南 海河教育园区,2.98E+15
2000,付3押1,2室2厅1卫,100平方米,南北,中层(共6层),精装修,普通住宅,莱茵小镇美泉苑,西青 杨柳青,3.11E+15
1000,面议,2室1厅1卫,56平方米,南北,共4层,精装修,普通住宅,老棉纺家属院, ,3.11E+15
2500,付3押1,3室2厅1卫,90.4平方米,朝南,高层(共32层),精装修,普通住宅,富力尚悦居,武清 杨村街,3.11E+15
5200,面议,2室1厅1卫,92.6平方米,南北,高层(共28层),精装修,普通住宅,新都大厦小区,南开 万兴街,3.11E+15
1900,付3押1,1室1厅1卫,45平方米,朝南,低层(共29层),精装修,普通住宅,花样年喜年广场,河西 梅江南,3.11E+15
1700,付3押1,2室1厅1卫,94.3平方米,南北,中层(共6层),精装修,普通住宅,晨晖北里,大港 迎宾街,3.11E+15
6000,付3押1,3室2厅1卫,179.9平方米,南北,高层(共37层),精装修,普通住宅,紫乐名轩,河东 一号桥,3.11E+15
2300,付3押1,2室2厅1卫,82平方米,南北,低层(共14层),精装修,普通住宅,兰雅苑,东丽 新立镇,3.11E+15
2100,付3押1,2室1厅1卫,98.5平方米,南北,高层(共25层),精装修,普通住宅,胡北小镇,塘沽 新河街,3.11E+15
2500,付3押1,2室1厅1卫,90平方米,南北,共5层,精装修,普通住宅,智达里, ,3.11E+15
1800,付3押1,2室2厅1卫,108.3平方米,南北,中层(共18层),精装修,普通住宅,盛锦苑,东丽 东丽湖,3.11E+15
7200,面议,1室1厅1卫,74平方米,朝南,低层(共34层),精装修,普通住宅,犀地,和平 新兴街,3.11E+15
4300,付1押1,2室1厅1卫,122平方米,南北,高层(共15层),精装修,普通住宅,翰雅园,南开 天拖南,3.11E+15
6000,付3押1,1室1厅1卫,70.9平方米,朝南,中层(共62层),精装修,公寓,和平翰林公馆,和平 劝业场,3.11E+15
1900,付3押1,2室1厅1卫,64平方米,朝南,低层(共28层),精装修,普通住宅,和苑全和园,红桥 西营门街,3.11E+15
2500,付3押1,2室1厅1卫,62平方米,南北,中层(共6层),精装修,普通住宅,云阳西里,南开 嘉陵道,3.11E+15
2500,付1押1,2室1厅1卫,98平方米,朝南,低层(共6层),精装修,普通住宅,宇泰家园,西青 大寺,3.11E+15
1800,付3押1,2室1厅1卫,75平方米,西南,高层(共25层),精装修,普通住宅,福松源庄二期,津南 双港,3.10E+15
2400,付3押1,2室2厅1卫,109平方米,南北,中层(共6层),精装修,普通住宅,河华里,塘沽 塘沽新村街,3.11E+15
2300,付3押1,1室1厅1卫,47.3平方米,南北,中层(共6层),精装修,普通住宅,云阳西里,南开 嘉陵道,3.11E+15
3400,付3押1,2室1厅1卫,88平方米,东北,高层(共53层),精装修,普通住宅,卓越浅水湾,河东 大王庄,3.11E+15
1900,付1押1,2室1厅1卫,81平方米,朝南,高层(共6层),精装修,普通住宅,燕宇花园,西青 中北,3.11E+15
2200,付3押1,2室1厅1卫,71平方米,南北,低层(共30层),精装修,普通住宅,新城家园,塘沽 新港街,3.11E+15
5000,付3押1,2室2厅2卫,130平方米,南北,低层(共26层),精装修,普通住宅,融创奥城天玺,南开 体育中心,3.10E+15
2500,付1押1,2室2厅1卫,102平方米,南北,低层(共28层),精装修,普通住宅,红磡领世郡人才公寓,津南 双港,3.11E+15
1800,付3押1,2室1厅1卫,80平方米,南北,中层(共16层),精装修,普通住宅,王村金祥园,西青 大寺,3.11E+15
4100,付3押1,2室1厅1卫,86平方米,朝南,中层(共28层),精装修,普通住宅,铜锣湾花园,南开 鼓楼,3.11E+15
2350,付3押1,2室1厅1卫,76.8平方米,朝南,低层(共22层),精装修,普通住宅,紫云雅苑,塘沽 新港街,3.11E+15
2200,面议,3室2厅1卫,95平方米,南北,中层(共7层),精装修,普通住宅,华远景瑞海蓝城,津南 咸水沽,3.11E+15
2500,面议,1室1厅1卫,53.3平方米,南北,中层(共24层),精装修,普通住宅,风湖里,南开 学府街,3.10E+15
4000,付3押1,2室2厅1卫,87平方米,南北,低层(共29层),精装修,普通住宅,五福里,河西 陈塘庄,3.11E+15
3800,面议,2室2厅1卫,93平方米,南北,高层(共31层),精装修,其他,天浦园,河西 梅江南,3.10E+15
2000,付3押1,2室1厅1卫,98平方米,南北,中层(共12层),精装修,普通住宅,金旺南里,西青 精武,3.11E+15
2400,付3押1,3室2厅1卫,103平方米,南北,中层(共11层),精装修,普通住宅,恒大悦湖公馆,塘沽 滨海高新区,3.11E+15
3300,付3押1,2室1厅1卫,87平方米,南北,高层(共53层),豪华装修,普通住宅,卓越浅水湾,河东 大王庄,3.11E+15
2600,付3押1,3室2厅1卫,106平方米,南北,高层(共34层),精装修,普通住宅,远洋城滨瑞花园,塘沽 胡家园街,3.11E+15
3300,付3押1,2室1厅1卫,85平方米,朝东,高层(共46层),豪华装修,普通住宅,卓越浅水湾,河东 大王庄,3.11E+15
1200,付3押1,1室1厅1卫,40平方米,朝东,高层(共24层),精装修,普通住宅,普泽家园,北辰 宜兴埠,3.11E+15
1600,付3押1,2室1厅1卫,99平方米,南北,低层(共29层),精装修,普通住宅,华城馨苑,汉沽 汉沽街,3.11E+15
1000,付3押1,1室1厅1卫,78.8平方米,朝南,高层(共26层),精装修,普通住宅,潞河丽苑,北辰 北仓,3.11E+15
3300,付3押1,2室1厅1卫,85平方米,朝东,高层(共45层),豪华装修,普通住宅,卓越浅水湾,河东 大王庄,3.11E+15
2000,付3押1,3室2厅2卫,127平方米,南北,高层(共33层),精装修,普通住宅,力高阳光海岸雍海苑,开发区 中新生态城,3.11E+15
2800,面议,2室2厅1卫,80.3平方米,南北,高层(共27层),精装修,普通住宅,鸿坤原乡郡,武清 杨村街,3.11E+15
1500,付3押1,2室2厅1卫,85平方米,南北,低层(共7层),精装修,普通住宅,碧桂园丽泽府,静海 团泊镇,3.11E+15
2400,付3押1,2室1厅1卫,85平方米,朝南,低层(共22层),精装修,普通住宅,金地艺华年盈翠名苑,津南 双港,3.11E+15
7500,付3押1,3室2厅2卫,160平方米,南北,高层(共26层),精装修,其他,时代奥城,南开 体育中心,3.10E+15
17000,面议,3室2厅2卫,162.4平方米,南北,低层(共32层),精装修,普通住宅,府上和平,和平 体育馆,3.11E+15
1300,付3押1,2室1厅1卫,72平方米,南北,共5层,简单装修,普通住宅,永福里, ,3.11E+15
1400,付3押1,1室1厅1卫,58.4平方米,南北,中层(共6层),简单装修,普通住宅,子牙里,红桥 西于庄街,3.11E+15
600,付3押1,1室0厅1卫,26平方米,朝南,中层(共6层),简单装修,普通住宅,高峰里,北辰 果园新村,2.99E+15
1300,付3押1,1室2厅1卫,61.5平方米,朝南,高层(共7层),简单装修,普通住宅,霞光里(北辰),北辰,3.11E+15
1400,付3押1,2室1厅1卫,60平方米,南北,高层(共6层),简单装修,普通住宅,颂贤里,河北 铁东路街,3.09E+15
2500,付3押1,1室2厅2卫,48.9平方米,朝西,高层(共24层),简单装修,普通住宅,北宁湾宁宇家园(商住楼),商住楼,3.11E+15
2500,付3押1,2室1厅1卫,90平方米,南北,中层(共9层),简单装修,普通住宅,上杭花园,河东 向阳楼,3.11E+15
600,面议,1室1厅1卫,57平方米,朝南,高层(共17层),简单装修,普通住宅,金水湾花园,宝坻 霍各庄镇,3.11E+15
2300,付3押1,3室2厅1卫,112平方米,朝南,低层(共27层),简单装修,普通住宅,欧铂城小区,北辰 小淀,3.11E+15
1600,付1押1,1室1厅1卫,36.5平方米,朝西,低层(共8层),简单装修,普通住宅,辰润里,河北 鸿顺里街,3.11E+15
1300,付3押1,2室1厅1卫,60平方米,南北,高层(共6层),简单装修,普通住宅,民宜里,北辰 普东街,3.11E+15
2100,付3押1,1室1厅1卫,57.5平方米,朝东,中层(共12层),简单装修,普通住宅,琴海公寓,河北 光复道街,3.11E+15
